Entité;Localisation de la station;Coordonnées;Paramètres mesurés;Source;Unité de mesure;Mesure;Dernière mise à jour;Commune;EPCI;Département;Région
ATMO GRAND EST;France - ATMO GRAND EST - Colmar Sud;48.065388,7.333136;O3;EEA France;µg/m³;73.65;2017-05-25T12:00:00+02:00;Colmar;CA Colmar Agglomération;HAUT-RHIN;GRAND EST
Moselle;France - Moselle - FR01064;49.125072,6.1812177;CO;EEA France;µg/m³;218.0;2019-04-11T10:00:00+02:00;Metz;Metz Métropole;MOSELLE;GRAND EST
Seine-Saint-Denis;France - Seine-Saint-Denis - FR04100;48.881924,2.5072248;NO2;EEA France;µg/m³;10.0;2020-04-28T20:00:00+02:00;Villemomble;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
AIRPARIF;France - AIRPARIF - AUBERVILLIERS;48.903896,2.3847036;NO2;EEA France;µg/m³;28.75;2017-07-18T21:00:00+02:00;Aubervilliers;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Agathois-piscOnois;43.287727,3.504831;O3;EEA France;µg/m³;94.77;2017-07-18T21:00:00+02:00;Agde;CA Hérault-Méditerranée;HERAULT;OCCITANIE
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - BEAUX ARTS;47.46854,-0.5560527;PM10;EEA France;µg/m³;29.48;2017-07-18T22:00:00+02:00;Angers;CU Angers Loire Métropole;MAINE-ET-LOIRE;PAYS DE LA LOIRE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BORDEAUX-BASTIDE;44.849693,-0.54388857;PM10;EEA France;µg/m³;20.0;2017-06-15T13:00:00+02:00;Bordeaux;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
AIR PACA;France - AIR PACA - Berre l'Etang;43.485863,5.171942;SO2;EEA France;µg/m³;0.0;2017-03-28T18:00:00+02:00;Berre-l'Étang;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
AIRPARIF;France - AIRPARIF - Bld peripherique Est;48.838604,2.412785;PM2.5;EEA France;µg/m³;11.45;2017-07-18T20:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - CHARLEVILLE;49.745285,4.7191644;O3;EEA France;µg/m³;136.15;2017-07-18T22:00:00+02:00;Charleville-Mézières;CA Ardenne Métropole;ARDENNES;GRAND EST
ATMO AUVERGNE;France - ATMO AUVERGNE - ChamaliOres Europe;45.774776,3.0629675;NO2;EEA France;µg/m³;12.25;2017-05-25T12:00:00+02:00;Chamalières;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
Deux-Sèvres;France - Deux-Sèvres - FR09019;46.329563,-0.4588891;PM2.5;EEA France;µg/m³;17.1;2020-01-22T07:00:00+01:00;Niort;CA du Niortais;DEUX-SEVRES;NOUVELLE-AQUITAINE
Ardennes;France - Ardennes - FR14008;49.90778,4.6299977;PM2.5;EEA France;µg/m³;2.4;2020-04-28T18:00:00+02:00;Les Mazures;CC Vallées et Plateau d'Ardenne;ARDENNES;GRAND EST
Rhône;France - Rhône - FR20013;45.72005,4.818159;PM10;EEA France;µg/m³;18.3;2020-04-28T19:00:00+02:00;La Mulatière;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Rhône;France - Rhône - FR20037;45.60189,4.802196;PM10;EEA France;µg/m³;28.4;2020-04-15T16:00:00+02:00;Ternay;CC du Pays de l'Ozon;RHONE;AUVERGNE-RHONE-ALPES
Manche;France - Manche - FR21040;49.11637,-1.0847247;PM10;EEA France;µg/m³;12.0;2020-04-28T20:00:00+02:00;Saint-Lô;CA Saint-Lô Agglo;MANCHE;NORMANDIE
Loire-Atlantique;France - Loire-Atlantique - FR23068;47.24746,-1.936615;NO2;EEA France;µg/m³;2.7;2020-04-28T20:00:00+02:00;Frossay;CC du Sud-Estuaire;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
French Guiana;France - French Guiana - FR40008;4.9378443,-52.32094;NO2;EEA France;µg/m³;1.1;2020-04-28T19:00:00+02:00;Cayenne;CA du Centre Littoral;GUYANE;GUYANE
ATMO PICARDIE;France - ATMO PICARDIE - Faiencerie Creil;49.259567,2.4744005;O3;EEA France;µg/m³;59.4;2017-05-25T12:00:00+02:00;Creil;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
ATMO PICARDIE;France - ATMO PICARDIE - Faiencerie Creil;49.259567,2.4744005;O3;EEA France;µg/m³;101.35;2017-07-18T22:00:00+02:00;Creil;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
AIR RHONE ALPES;France - AIR RHONE ALPES - Fontaine Les Balmes;45.190426,5.6869645;NO2;EEA France;µg/m³;16.18;2017-05-25T12:00:00+02:00;Fontaine;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
AIR PACA;France - AIR PACA - GARDANNE;43.45346,5.467102;PM10;EEA France;µg/m³;14.25;2017-07-18T22:00:00+02:00;Gardanne;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - GRANDCLEMENT;45.758358,4.886215;NO2;EEA France;µg/m³;8.83;2017-05-25T12:00:00+02:00;Villeurbanne;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
LIG'AIR;France - LIG'AIR - Gambetta;47.907078,1.9011406;PM10;EEA France;µg/m³;23.68;2017-07-17T20:00:00+02:00;Orléans;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
AIRAQ;France - AIRAQ - LAGOR;43.409687,-0.67166674;SO2;EEA France;µg/m³;23.0;2017-05-25T12:00:00+02:00;Mont;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - LYON Centre;45.757732,4.8542175;O3;EEA France;µg/m³;87.65;2017-05-25T12:00:00+02:00;Lyon;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - LYON Centre;45.757732,4.8542175;O3;EEA France;µg/m³;144.88;2017-07-17T20:00:00+02:00;Lyon;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
AIR C.O.M. (CALVADOS, ORNE, MANCHE);France - AIR C.O.M. (CALVADOS, ORNE, MANCHE) - La Coulonche MERA;48.645008,-0.45833305;O3;EEA France;µg/m³;74.83;2017-05-25T12:00:00+02:00;La Coulonche;CA Flers Agglo;ORNE;NORMANDIE
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - SAINT EXUPERY;47.054474,-0.8861108;NO2;EEA France;µg/m³;3.8;2017-05-25T12:00:00+02:00;Cholet;CA du Choletais;MAINE-ET-LOIRE;PAYS DE LA LOIRE
ATMO PICARDIE;France - ATMO PICARDIE - St Pierre Amiens;49.902515,2.304601;PM2.5;EEA France;µg/m³;18.5;2017-05-25T12:00:00+02:00;Amiens;CA Amiens Métropole;SOMME;HAUTS-DE-FRANCE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Valenciennes Wallon;50.36426,3.5227344;CO;EEA France;µg/m³;200.0;2017-05-25T12:00:00+02:00;Valenciennes;CA Valenciennes Métropole;NORD;HAUTS-DE-FRANCE
GWAD'AIR;France - GWAD'AIR - Vieux Bourg-ABYMES;16.25067,-61.52795;NO2;EEA France;µg/m³;9.53;2017-07-18T00:00:00+02:00;Les Abymes;CA Cap Excellence;GUADELOUPE;GUADELOUPE
Isère;France - Isère - FR27008;45.35321,4.804819;NO2;EEA France;µg/m³;51.5;2019-12-09T11:00:00+01:00;Salaise-sur-Sanne;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
Landes;France - Landes - FR31036;43.70472,-1.0386142;O3;EEA France;µg/m³;87.8;2020-04-28T19:00:00+02:00;Dax;CA du Grand Dax;LANDES;NOUVELLE-AQUITAINE
Savoie;France - Savoie - FR33101;45.564735,5.928333;PM10;EEA France;µg/m³;3.2;2020-04-28T19:00:00+02:00;Chambéry;CA du Grand Chambéry;SAVOIE;AUVERGNE-RHONE-ALPES
Haute-Savoie;France - Haute-Savoie - FR33201;45.895256,6.1183357;O3;EEA France;µg/m³;50.7;2020-04-28T19:00:00+02:00;Annecy;CA du Grand Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
Indre-et-Loire;France - Indre-et-Loire - FR34024;47.34415,0.6537759;NO2;EEA France;µg/m³;3.7;2020-04-28T20:00:00+02:00;Joué-lès-Tours;Tours Métropole Val de Loire;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE
ORA;France - ORA - Ligne Paradis;-21.312918,55.4742;PM10;EEA France;µg/m³;34.35;2017-07-17T10:00:00+02:00;Saint-Pierre;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
AIR NORMAND;France - AIR NORMAND - Lisieux;49.14723,0.22722167;O3;EEA France;µg/m³;62.73;2017-05-25T12:00:00+02:00;Lisieux;CA Lisieux Normandie;CALVADOS;NORMANDIE
AIR PACA;France - AIR PACA - MANOSQUE;43.8353,5.7858334;NO2;EEA France;µg/m³;9.0;2017-07-18T22:00:00+02:00;Manosque;CA Durance-Lubéron-Verdon Agglomération;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR
ATMO GRAND EST;France - ATMO GRAND EST - Metz-Borny;49.110256,6.2233396;PM10;EEA France;µg/m³;23.38;2017-07-18T22:00:00+02:00;Metz;Metz Métropole;MOSELLE;GRAND EST
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - MontbOliard centre;47.510303,6.7940035;PM2.5;EEA France;µg/m³;7.63;2017-07-18T22:00:00+02:00;Montbéliard;CA Pays de Montbéliard Agglomération;DOUBS;BOURGOGNE-FRANCHE-COMTE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - PIERRE BENITE;45.69954,4.8296933;SO2;EEA France;µg/m³;0.28;2017-05-25T12:00:00+02:00;Pierre-Bénite;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Paray le Fresil;46.652645,3.6006632;NO2;EEA France;µg/m³;2.2;2017-07-18T22:00:00+02:00;Paray-le-Frésil;CA Moulins Communauté;ALLIER;AUVERGNE-RHONE-ALPES
ORAMIP;France - ORAMIP - ECOLE M.JACQUIER;43.575546,1.4186106;O3;EEA France;µg/m³;119.38;2017-07-17T20:00:00+02:00;Toulouse;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
Moselle;France - Moselle - FR01060;49.168846,6.2126675;PM10;EEA France;µg/m³;1.5;2019-09-25T14:00:00+02:00;Malroy;CC Rives de Moselle;MOSELLE;GRAND EST
Paris;France - Paris - FR04004;48.89167,2.346669;PM10;EEA France;µg/m³;9.2;2020-04-28T20:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
Val-de-Marne;France - Val-de-Marne - FR04099;48.840553,2.4844437;PM10;EEA France;µg/m³;8.3;2020-04-28T20:00:00+02:00;Nogent-sur-Marne;Métropole du Grand Paris;VAL-DE-MARNE;ILE-DE-FRANCE
Calvados;France - Calvados - FR05082;49.348015,0.10925311;O3;EEA France;µg/m³;80.3;2020-04-28T20:00:00+02:00;Touques;CC Coeur Côte Fleurie;CALVADOS;NORMANDIE
Seine-Maritime;France - Seine-Maritime - FR05083;49.50274,0.23248579;NO2;EEA France;µg/m³;8.4;2020-04-28T20:00:00+02:00;Gonfreville-l'Orcher;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - ANGOULEME-GAMBETTA;45.65146,0.1623669;PM10;EEA France;µg/m³;7.0;2017-05-25T12:00:00+02:00;Angoulême;CA du Grand Angoulême;CHARENTE;NOUVELLE-AQUITAINE
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Agathois-piscOnois;43.287727,3.504831;NO2;EEA France;µg/m³;5.27;2017-07-18T21:00:00+02:00;Agde;CA Hérault-Méditerranée;HERAULT;OCCITANIE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Armentieres Centre;50.68721,2.8800437;NO2;EEA France;µg/m³;44.35;2016-12-05T02:00:00+01:00;Armentières;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - Avenue de Libération;46.570015,0.32357496;NO2;EEA France;µg/m³;31.55;2016-12-05T02:00:00+01:00;Poitiers;CU du Grand-Poitiers;VIENNE;NOUVELLE-AQUITAINE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - AytrO;46.135128,-1.1170461;NO2;EEA France;µg/m³;3.23;2017-05-25T12:00:00+02:00;Aytré;CA de la Rochelle;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - BEAUX ARTS;47.46854,-0.5560527;NO2;EEA France;µg/m³;5.65;2017-05-25T12:00:00+02:00;Angers;CU Angers Loire Métropole;MAINE-ET-LOIRE;PAYS DE LA LOIRE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BRIVE - Dalton;45.15876,1.537224;PM10;EEA France;µg/m³;9.28;2017-05-25T12:00:00+02:00;Brive-la-Gaillarde;CA du Bassin de Brive;CORREZE;NOUVELLE-AQUITAINE
ATMO GRAND EST;France - ATMO GRAND EST - Bourgogne;49.34913,4.069593;PM10;EEA France;µg/m³;19.5;2017-05-25T12:00:00+02:00;Bourgogne-Fresne;CU du Grand Reims;MARNE;GRAND EST
AIR NORMAND;France - AIR NORMAND - Bures-en-bray;49.781204,1.3450834;O3;EEA France;µg/m³;112.85;2017-07-18T22:00:00+02:00;Bures-en-Bray;CC de Londinières;SEINE-MARITIME;NORMANDIE
ASPA;France - ASPA - C.C.3 FrontiOres;47.59494,7.5681715;O3;EEA France;µg/m³;74.73;2017-05-25T12:00:00+02:00;Village-Neuf;CA Saint-Louis Agglomération;HAUT-RHIN;GRAND EST
AIR RHONE ALPES;France - AIR RHONE ALPES - CHAMONIX;45.92251,6.870001;NO2;EEA France;µg/m³;14.0;2017-05-25T12:00:00+02:00;Chamonix-Mont-Blanc;CC de la Vallée de Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
AIR PACA;France - AIR PACA - CONTES 2;43.79336,7.3313937;PM10;EEA France;µg/m³;17.0;2017-03-28T18:00:00+02:00;Contes;CC du Pays des Paillons;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Chalon Centre Ville;46.78247,4.8472643;PM2.5;EEA France;µg/m³;7.05;2017-05-25T12:00:00+02:00;Chalon-sur-Saône;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
Bouches-du-Rhône;France - Bouches-du-Rhône - FR08204;43.829144,4.6429515;O3;EEA France;µg/m³;115.9;2019-07-04T12:00:00+02:00;Tarascon;CA d'Arles-Crau-Camargue-Montagnette;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Pas-de-Calais;France - Pas-de-Calais - FR10041;50.748238,2.259784;O3;EEA France;µg/m³;78.3;2020-04-28T19:00:00+02:00;Saint-Omer;CA du Pays de Saint-Omer;PAS-DE-CALAIS;HAUTS-DE-FRANCE
Nord;France - Nord - FR11030;50.532036,2.8389997;PM10;EEA France;µg/m³;13.5;2018-12-17T09:00:00+01:00;Salomé;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
Nord;France - Nord - FR11034;50.706554,3.180656;PM2.5;EEA France;µg/m³;24.5;2020-04-28T17:00:00+02:00;Roubaix;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
Haut-Rhin;France - Haut-Rhin - FR16066;47.73741,7.3090796;NO2;EEA France;µg/m³;4.5;2020-04-28T18:00:00+02:00;Mulhouse;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
Moselle;France - Moselle - FR22022;49.11837,7.0835395;O3;EEA France;µg/m³;86.6;2020-04-28T19:00:00+02:00;Sarreguemines;CA Sarreguemines Confluences;MOSELLE;GRAND EST
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - AIRVAULT 2;46.82435,-0.13546056;NO2;EEA France;µg/m³;4.1;2017-05-25T12:00:00+02:00;Airvault;CC Airvaudais-Val du Thouet;DEUX-SEVRES;NOUVELLE-AQUITAINE
QUALITAIR CORSE;France - QUALITAIR CORSE - BASTIA GIRAUD;42.69789,9.446414;PM10;EEA France;µg/m³;12.1;2017-07-17T19:00:00+02:00;Bastia;CA de Bastia;HAUTE-CORSE;CORSE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - BOSSONS;45.907196,6.845836;PM10;EEA France;µg/m³;14.03;2017-07-17T20:00:00+02:00;Chamonix-Mont-Blanc;CC de la Vallée de Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
ASPA;France - ASPA - Colmar Centre;48.07463,7.3506713;PM10;EEA France;µg/m³;22.8;2017-05-25T12:00:00+02:00;Colmar;CA Colmar Agglomération;HAUT-RHIN;GRAND EST
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - DAX;43.70472,-1.0386142;O3;EEA France;µg/m³;78.25;2017-05-25T12:00:00+02:00;Dax;CA du Grand Dax;LANDES;NOUVELLE-AQUITAINE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Denain Villars;50.322754,3.3959281;PM10;EEA France;µg/m³;23.2;2017-07-18T20:00:00+02:00;Denain;CA de la Porte du Hainaut;NORD;HAUTS-DE-FRANCE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - Ecole Jules Ferry;46.329563,-0.4588891;NO2;EEA France;µg/m³;24.13;2017-07-18T22:00:00+02:00;Niort;CA du Niortais;DEUX-SEVRES;NOUVELLE-AQUITAINE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Escautpont;50.42027,3.551813;SO2;EEA France;µg/m³;1.05;2017-05-25T12:00:00+02:00;Escautpont;CA de la Porte du Hainaut;NORD;HAUTS-DE-FRANCE
Moselle;France - Moselle - FR01060;49.168846,6.2126675;SO2;EEA France;µg/m³;0.1;2020-01-01T01:00:00+01:00;Malroy;CC Rives de Moselle;MOSELLE;GRAND EST
Paris;France - Paris - FR04118;48.870285,2.3325026;PM10;EEA France;µg/m³;8.2;2020-04-28T20:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Gravelines PC/Drire;50.981037,2.1431737;PM10;EEA France;µg/m³;21.13;2017-03-28T17:00:00+02:00;Gravelines;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
AIR LORRAINE;France - AIR LORRAINE - L HOpital - Mairie;49.15839,6.7316604;SO2;EEA France;µg/m³;0.98;2017-07-18T22:00:00+02:00;L'Hôpital;CA Saint-Avold Synergie;MOSELLE;GRAND EST
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - LEON BLUM;47.264107,-2.2498577;O3;EEA France;µg/m³;76.45;2017-05-25T12:00:00+02:00;Saint-Nazaire;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - LIMOGES - Aine;45.83333,1.216804;PM10;EEA France;µg/m³;11.0;2017-05-25T12:00:00+02:00;Limoges;CU Limoges Métropole;HAUTE-VIENNE;NOUVELLE-AQUITAINE
ORAMIP;France - ORAMIP - LOURDES PARADIS;43.09498,-0.051944003;PM2.5;EEA France;µg/m³;14.8;2017-06-30T15:00:00+02:00;Lourdes;CA Tarbes-Lourdes-Pyrénées;HAUTES-PYRENEES;OCCITANIE
ORA;France - ORA - LYC. LISLET GEOFFROY;-20.889856,55.46881;PM10;EEA France;µg/m³;40.33;2017-07-17T13:00:00+02:00;Saint-Denis;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
AIR C.O.M. (CALVADOS, ORNE, MANCHE);France - AIR C.O.M. (CALVADOS, ORNE, MANCHE) - La Coulonche MERA;48.645008,-0.45833305;PM10;EEA France;µg/m³;16.3;2017-07-18T20:00:00+02:00;La Coulonche;CA Flers Agglo;ORNE;NORMANDIE
AIR RHONE ALPES;France - AIR RHONE ALPES - RIVE DE GIER;45.533405,4.6239433;NO2;EEA France;µg/m³;75.7;2017-07-17T20:00:00+02:00;Rive-de-Gier;Saint-Etienne Métropole;LOIRE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - ROUSSILLON;45.367794,4.8051515;NO2;EEA France;µg/m³;13.0;2017-05-25T12:00:00+02:00;Roussillon;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - SAINT JEAN;45.274754,6.349724;SO2;EEA France;µg/m³;1.5;2017-07-17T20:00:00+02:00;Saint-Jean-de-Maurienne;CC Coeur de Maurienne Arvan;SAVOIE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - St Germain/RhOne;46.07222,5.8208313;PM10;EEA France;µg/m³;9.25;2017-05-25T03:00:00+02:00;Saint-Germain-sur-Rhône;CC Usses et Rhône;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - St Pol/mer Nord;51.03383,2.3351974;CO;EEA France;µg/m³;597.5;2017-01-24T13:00:00+01:00;Dunkerque;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - St-Laurent-Blangy;50.308872,2.80737;PM10;EEA France;µg/m³;31.5;2017-05-25T10:00:00+02:00;Saint-Laurent-Blangy;CU d'Arras;PAS-DE-CALAIS;HAUTS-DE-FRANCE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - TERNAY;45.60189,4.802196;PM10;EEA France;µg/m³;16.55;2017-05-25T12:00:00+02:00;Ternay;CC du Pays de l'Ozon;RHONE;AUVERGNE-RHONE-ALPES
AIRPARIF;France - AIRPARIF - TREMBLAY-EN-FRANCE;48.955536,2.5752814;PM10;EEA France;µg/m³;26.0;2017-07-18T22:00:00+02:00;Tremblay-en-France;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
AIR LORRAINE;France - AIR LORRAINE - Vittel;48.193638,5.9372263;PM10;EEA France;µg/m³;25.7;2017-06-22T02:00:00+02:00;Vittel;CC Terre d'Eau;VOSGES;GRAND EST
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Wattignies;50.597713,3.049457;O3;EEA France;µg/m³;138.53;2017-07-18T22:00:00+02:00;Wattignies;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
AIRPARIF;France - AIRPARIF - Zone Rurale SE;48.35471,2.6452959;NO2;EEA France;µg/m³;3.75;2017-07-18T22:00:00+02:00;Fontainebleau;CA du Pays de Fontainebleau;SEINE-ET-MARNE;ILE-DE-FRANCE
Seine-Maritime;France - Seine-Maritime - FR25051;49.91802,1.0739719;PM2.5;EEA France;µg/m³;6.2;2020-04-28T19:00:00+02:00;Dieppe;CA de la Région Dieppoise;SEINE-MARITIME;NORMANDIE
Côte-d'Or;France - Côte-d'Or - FR26005;47.30804,5.066112;PM2.5;EEA France;µg/m³;1.8;2020-04-28T18:00:00+02:00;Dijon;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
Landes;France - Landes - FR31036;43.70472,-1.0386142;NO2;EEA France;µg/m³;2.2;2020-04-28T19:00:00+02:00;Dax;CA du Grand Dax;LANDES;NOUVELLE-AQUITAINE
Saône-et-Loire;France - Saône-et-Loire - FR32001;46.78247,4.8472643;PM2.5;EEA France;µg/m³;2.8;2020-04-28T18:00:00+02:00;Chalon-sur-Saône;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
Haute-Savoie;France - Haute-Savoie - FR33232;45.907196,6.845836;PM10;EEA France;µg/m³;4.0;2020-04-28T19:00:00+02:00;Chamonix-Mont-Blanc;CC de la Vallée de Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
Haute-Savoie;France - Haute-Savoie - FR33302;46.07222,5.8208313;PM2.5;EEA France;µg/m³;4.8;2020-04-28T19:00:00+02:00;Saint-Germain-sur-Rhône;CC Usses et Rhône;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
Reunion;France - Reunion - FR38008;-20.884737,55.45381;PM2.5;EEA France;µg/m³;10.6;2020-04-28T17:00:00+02:00;Saint-Denis;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - MONT DE MARSAN;43.896053,-0.49061668;PM10;EEA France;µg/m³;28.75;2017-07-18T22:00:00+02:00;Mont-de-Marsan;CA Mont-de-Marsan Agglomération;LANDES;NOUVELLE-AQUITAINE
AIR PACA;France - AIR PACA - Martigues  Couronne;43.34054,5.058611;SO2;EEA France;µg/m³;1.5;2017-03-28T18:00:00+02:00;Martigues;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
ATMO GRAND EST;France - ATMO GRAND EST - Metz- Pont Grilles;49.125072,6.1812177;PM10;EEA France;µg/m³;26.1;2017-07-18T21:00:00+02:00;Metz;Metz Métropole;MOSELLE;GRAND EST
ASPA;France - ASPA - Mulhouse Sud 2;47.73741,7.3090796;PM10;EEA France;µg/m³;17.35;2017-07-18T22:00:00+02:00;Mulhouse;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
Allier;France - Allier - FR07048;46.659058,3.249314;NO2;EEA France;µg/m³;5.3;2020-04-28T18:00:00+02:00;Villeneuve-sur-Allier;CA Moulins Communauté;ALLIER;AUVERGNE-RHONE-ALPES
Cantal;France - Cantal - FR07052;44.92009,2.441082;PM2.5;EEA France;µg/m³;1.0;2020-04-28T18:00:00+02:00;Aurillac;CA du Bassin d'Aurillac;CANTAL;AUVERGNE-RHONE-ALPES
Haute-Garonne;France - Haute-Garonne - FR12030;43.587193,1.4438891;NO2;EEA France;µg/m³;2.9;2020-04-28T19:00:00+02:00;Toulouse;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
Haute-Marne;France - Haute-Marne - FR14042;48.64584,4.9661117;O3;EEA France;µg/m³;90.8;2020-04-28T19:00:00+02:00;Saint-Dizier;CA de Saint-Dizier Der et Blaise;HAUTE-MARNE;GRAND EST
